,user_id,qid,topic,question,choice,opinions,demographic,user_answer,imp_model_answer,exp_model_answer,imexp_model_answer
28,26987,ROBIMPACTb_W41,America in 2050,"If robots and computers perform most of the jobs currently being done by humans, do you think it is likely or not that the economy would create many new, better-paying jobs for humans","['Yes, likely', 'No, not likely', 'Refused']","['Colleges and universities will have a very positive impact in solving the biggest problems facing the country in the future.', 'I think population growth in the U.S. will be a minor problem in 2050.', 'Major corporations will have a somewhat positive impact in solving the biggest problems facing the country in the future.', 'Most Americans will work into their 70s to have enough resources to retire, and it will probably happen in the next 30 years.', 'Reducing spending for roads, bridges, and other infrastructure is an important consideration, but not the top priority when deciding what the federal government should do to', 'I definitely do not think that the type of work I do will be done by robots or computers within the next 30 years.', 'I have never personally received unwanted sexual advances or verbal or physical harassment of a sexual nature in any circumstance, whether or not work-related.', 'Reducing the national debt is important, but not a top priority when deciding what the federal government should do to improve the quality of life for future generations', 'The automation of jobs through new technology in the workplace has mostly hurt American workers.', 'Providing high-quality, affordable health care to all Americans is a top priority when deciding what the federal government should do to improve the quality of life for', 'I expect that by 2050, people will be less likely to get married than they are now.', 'It is likely that inequality between the rich and the poor would increase if robots and computers perform most of the jobs currently being done by humans.', 'Public K-12 schools will have a somewhat positive impact in solving the biggest problems facing the country in the future.', 'The share of Americans who are upper class will stay about the same over the next 30 years.', ""The increased focus on sexual harassment and assault hasn't made much difference in how men interact with women.""]","[{'Age': '50-64'}, {'Citizenship': 'Yes'}, {'Region': 'Northeast'}, {'Education': 'High school graduate'}, {'Income': '$100,000 or more'}, {'Marital status': 'Married'}, {'Political ideology': 'Liberal'}, {'Political party': 'Democrat'}, {'Race': 'White'}, {'Religion': 'Nothing in particular'}, {'Frequency of religious attendance': 'Never'}, {'Gender': 'Male'}]","Yes, likely","No, not likely","Yes, likely","No, not likely"
29,260,GROWUPGUN2B_W26,Guns,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']","['Lack of economic opportunities contributes a fair amount to gun violence in the country today.', 'People in my local community tend to look at most gun owners in a positive way.', 'I worry a little about having a personal health crisis.', 'The ease with which people can illegally obtain guns contributes a great deal to gun violence in the country today.', 'Sport shooting, including target shooting and trap and skeet, was not a reason for having guns in my household when I was growing up.', 'I worry a little about having my home broken into.', 'I hardly ever watch TV programs about guns or watch gun-oriented videos.', 'Gun owners who do not have children in their home should keep all of their guns in a locked place, but it is not essential.', 'My spouse or partner owns guns.']","[{'Age': '50-64'}, {'Citizenship': 'Yes'}, {'Region': 'South'}, {'Education': 'College graduate/some postgrad'}, {'Income': '$100,000 or more'}, {'Marital status': 'Married'}, {'Political ideology': 'Very conservative'}, {'Political party': 'Republican'}, {'Race': 'White'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'Once a week'}, {'Gender': 'Female'}]","Yes, was a reason","No, was not a reason","Yes, was a reason","Yes, was a reason"
30,13926,COMMIMPH_W32,Community types & sexual harassment,"How important is it to you, personally, to live in a community where most people share your religious views","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","['Most of my neighbors are the same social class as me, as far as I know.', 'White people benefit from advantages in society that black people do not have, to a fair amount.', 'In general, the impact of immigrants who live in the local community has been mostly positive.', ""Women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is a major problem in the workplace today."", 'I believe abortion should be illegal in all or most cases.', 'Traffic is a minor problem in my local community.', 'I never feel lonely or isolated from those around me.', 'You currently live in a small city.', 'I feel optimistic about my life all or most of the time.', 'Most people who live in suburban areas have values that are somewhat different from your values.', 'A good work ethic is important but not essential in helping a young person succeed in the world today.', 'I think rural areas get less than their fair share of federal government spending.', 'I have neighbors that I would feel comfortable asking to watch my children for half an hour in a pinch.', 'Most people can be trusted to do the right thing, generally speaking.', 'The community where I currently live is urban.', 'The quality of K-12 education in public schools is not a problem in my local community.']","[{'Age': '30-49'}, {'Citizenship': 'Yes'}, {'Region': 'Northeast'}, {'Education': 'Some college, no degree'}, {'Income': 'Less than $30,000'}, {'Marital status': 'Married'}, {'Political ideology': 'Moderate'}, {'Political party': 'Democrat'}, {'Race': 'Hispanic'}, {'Religion': 'Roman Catholic'}, {'Frequency of religious attendance': 'Seldom'}, {'Gender': 'Female'}]",Somewhat important,Not at all important,Somewhat important,Somewhat important
31,42357,INFOCHALa_W45,Misinformation,How much of a challenge do you think political divides are in addressing made-up news and information?,"['A very big challenge', 'A moderately big challenge', 'A small challenge', 'Not a challenge at all', 'Refused']","['The respondent is not particularly loyal to the news source(s) they get their news from.', 'Having too many different sources to choose from when it comes to how the public stays informed about the basic facts of current issues and events is not a problem', ""I mostly get news because I'm looking for it."", 'Being funny is a minor reason why made-up news and information is created.', 'The freedom to publish and access made-up information that is intended to mislead the public should be protected.', 'The mix of news I get from my friends, family, and acquaintances online about political and social issues represents just one side.', 'The issue of made-up news and information has led me to change the way I use social media.', 'It is too much to ask of the average American to be able to recognize breaking information that is published before everything is verified.', 'I have never avoided talking with someone because I thought they might bring made-up news and information into the conversation.', 'It is too much to ask of the average American to be able to recognize a video or image that is altered or made up to mislead the public', 'The average American should be able to recognize satire about an issue or event.', 'You prefer radio for getting news.', ""I trust the accuracy of the news and information that I get from news outlets I don't come across often to some extent."", 'Journalists create some amount of made-up news and information.', 'I have not reported or flagged a story that I think is made-up due to the issue of made-up news and information.']","[{'Age': '30-49'}, {'Citizenship': 'Yes'}, {'Region': 'West'}, {'Education': 'College graduate/some postgrad'}, {'Income': '$100,000 or more'}, {'Marital status': 'Married'}, {'Political ideology': 'Conservative'}, {'Political party': 'Independent'}, {'Race': 'Mixed Race'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'A few times a year'}, {'Gender': 'Male'}]",A very big challenge,A moderately big challenge,A very big challenge,A moderately big challenge
32,30105,Q7F1_W42,Trust in science,"When you hear that data used in scientific research is being made openly available to the public, does this make you","['Trust the research findings more', 'Trust the research findings less', 'Makes no difference either way', 'Refused']","['Most environmental research scientists have good intentions, but the research system is broken when it comes to problems with research misconduct among them.', 'Nutrition research scientists do not face serious consequences if they engage in research misconduct.', 'The statement ""intelligent"" does not describe research scientists well in general.', 'Medical research scientists sometimes do a good job conducting research.', 'I do not know someone who does environmental research.', ""I don't have too much confidence in the news media to act in the best interests of the public."", 'Research misconduct by medical research scientists is a very big problem overall.', 'My view of nutrition research scientists is neither positive nor negative in general.', 'I have a great deal of confidence in the military to act in the best interests of the public.', 'I know a little about what environmental research scientists do.', 'My view of environmental research scientists is mostly positive.', 'Most nutrition research scientists have good intentions, but the research system is broken when it comes to problems with research misconduct among them.', 'The statement ""close-minded"" describes most research scientists well.', ""Relying more on people with practical experience with the problems, even if they aren't considered experts, is the better way to solve the country's"", 'Nutrition research scientists only care about the best interests of the public a little of the time.']","[{'Age': '65+'}, {'Citizenship': 'Yes'}, {'Region': 'South'}, {'Education': 'Some college, no degree'}, {'Income': '$50,000-$75,000'}, {'Marital status': 'Married'}, {'Political ideology': 'Very conservative'}, {'Political party': 'Republican'}, {'Race': 'White'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'Seldom'}, {'Gender': 'Male'}]",Makes no difference either way,Trust the research findings more,Makes no difference either way,Makes no difference either way
33,26987,FTRWORRYc_W41,America in 2050,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","['Colleges and universities will have a very positive impact in solving the biggest problems facing the country in the future.', 'I think population growth in the U.S. will be a minor problem in 2050.', 'Major corporations will have a somewhat positive impact in solving the biggest problems facing the country in the future.', 'Most Americans will work into their 70s to have enough resources to retire, and it will probably happen in the next 30 years.', 'Reducing spending for roads, bridges, and other infrastructure is an important consideration, but not the top priority when deciding what the federal government should do to', 'I definitely do not think that the type of work I do will be done by robots or computers within the next 30 years.', 'I have never personally received unwanted sexual advances or verbal or physical harassment of a sexual nature in any circumstance, whether or not work-related.', 'Reducing the national debt is important, but not a top priority when deciding what the federal government should do to improve the quality of life for future generations', 'The automation of jobs through new technology in the workplace has mostly hurt American workers.', 'Providing high-quality, affordable health care to all Americans is a top priority when deciding what the federal government should do to improve the quality of life for', 'I expect that by 2050, people will be less likely to get married than they are now.', 'It is likely that inequality between the rich and the poor would increase if robots and computers perform most of the jobs currently being done by humans.', 'Public K-12 schools will have a somewhat positive impact in solving the biggest problems facing the country in the future.', 'The share of Americans who are upper class will stay about the same over the next 30 years.', ""The increased focus on sexual harassment and assault hasn't made much difference in how men interact with women.""]","[{'Age': '50-64'}, {'Citizenship': 'Yes'}, {'Region': 'Northeast'}, {'Education': 'High school graduate'}, {'Income': '$100,000 or more'}, {'Marital status': 'Married'}, {'Political ideology': 'Liberal'}, {'Political party': 'Democrat'}, {'Race': 'White'}, {'Religion': 'Nothing in particular'}, {'Frequency of religious attendance': 'Never'}, {'Gender': 'Male'}]",Very worried,Fairly worried,Very worried,Fairly worried
34,13586,NEIGHKIDS_W32,Community types & sexual harassment,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,"['Yes', 'No', 'Does not apply', 'Refused']","['I never have parties or get-togethers with any of my neighbors.', 'Most of my neighbors are the same race or ethnicity as me, as far as I know.', 'Most people who live in rural areas have values that are somewhat similar to your values.', 'I think I will have enough income in the future to lead the kind of life I want.', 'Employers firing men who have been accused of sexual harassment or assault before finding out all the facts are a major problem when it comes to sexual harassment in', 'I believe abortion should be illegal in all or most cases.', 'Traffic is a minor problem in my local community.', 'I have people I can turn to for support all or most of the time.', 'I belong in the middle class if asked to use one of these commonly used names for the social classes.', 'Sometimes, I feel too busy to enjoy life.', 'Most people who live in suburban areas have values that are somewhat similar to your values.', 'I live somewhat close to the city my community is a suburb of.', 'I hardly ever feel lonely or isolated from those around me.', 'I have neighbors that I would feel comfortable asking to keep a set of keys to my home for emergencies.', 'I am somewhat satisfied with my current job or career.', ""The economic system in this country unfairly favors powerful interests, according to the respondent's views.""]","[{'Age': '18-29'}, {'Citizenship': 'Yes'}, {'Region': 'Northeast'}, {'Education': 'College graduate/some postgrad'}, {'Income': 'Less than $30,000'}, {'Marital status': 'Never been married'}, {'Political ideology': 'Conservative'}, {'Political party': 'Independent'}, {'Race': 'White'}, {'Religion': 'Jewish'}, {'Frequency of religious attendance': 'Once a week'}, {'Gender': 'Female'}]",Yes,Does not apply,Yes,Yes
35,22118,STYLE1_W36,Gender & Leadership,"Next, please think about the leadership styles of people in top positions in business and politics. In general, when it comes to their approach to leadership, do you think that","['Men and women are basically similar', 'Men and women are basically different', 'Refused']","['The major reason why the higher education system in the U.S. is going in the wrong direction is because professors are bringing their political and social views into', 'Maintaining a tone of civility and respect in politics is important, but not essential to me for someone in high political office.', 'It would be very bad for the country if a woman was elected president.', 'I would say that things are pretty happy in my life these days.', 'There is no difference in the ability of men and women in high political offices to maintain a tone of civility and respect in politics.', 'Family responsibilities make it harder for women to run for higher office, but it is a minor reason for the lower number of women in high political offices.', 'Compassion and empathy in someone holding high political office are important, but not essential to me.', 'Having more women in top leadership positions in business and government would do nothing to improve the quality of life for men.', ""Being compassionate does not make much of a difference in a woman's chances of getting elected to high political office.""]","[{'Age': '65+'}, {'Citizenship': 'Yes'}, {'Region': 'West'}, {'Education': 'College graduate/some postgrad'}, {'Income': '$50,000-$75,000'}, {'Marital status': 'Married'}, {'Political ideology': 'Conservative'}, {'Political party': 'Independent'}, {'Race': 'Mixed Race'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'More than once a week'}, {'Gender': 'Male'}]",Men and women are basically different,Men and women are basically similar,Men and women are basically different,Men and women are basically similar
36,30057,POP3_W42,Trust in science,"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?","[""Rely more on people who are considered experts about the problems, even if they don't have much practical experience"", ""Rely more on people with practical experience with the problems, even if they aren't considered experts"", 'Refused']","['Hearing that a science practitioner is open to getting a second opinion on their recommendation makes people trust the recommendation more.', 'The answer to the question of what the person thinks about the scientific method is that they believe it generally produces accurate conclusions.', 'The following statement describes research scientists well: intelligent.', 'Environmental health specialists provide fair and accurate information when making recommendations all or most of the time.', 'I did not learn about dietitians in my job.', 'I have a fair amount of confidence in the news media to act in the best interests of the public.', 'Most medical doctors have good intentions, but the system is broken when it comes to professional misconduct among them.', 'I did not learn about medical doctors in my job.', 'I have a great deal of confidence in the military to act in the best interests of the public.', 'I do not know someone who is an environmental health specialist.', 'I did not learn about medical doctors in school.', 'Receiving financial incentives from the federal government related to their work does not make a difference either way for me when I hear that a science practitioner has received', 'The following statements do not describe research scientists well, regardless of the moral values of society.', 'My view of environmental health specialists is mostly positive.', 'When hearing or reading news stories about professional misconduct by dietitians, people often think of these cases as isolated incidents.']","[{'Age': '65+'}, {'Citizenship': 'Yes'}, {'Region': 'Midwest'}, {'Education': 'Postgraduate'}, {'Income': '$100,000 or more'}, {'Marital status': 'Married'}, {'Political ideology': 'Liberal'}, {'Political party': 'Democrat'}, {'Race': 'White'}, {'Religion': 'Atheist'}, {'Frequency of religious attendance': 'Never'}, {'Gender': 'Male'}]","Rely more on people who are considered experts about the problems, even if they don't have much practical experience","Rely more on people with practical experience with the problems, even if they aren't considered experts","Rely more on people who are considered experts about the problems, even if they don't have much practical experience","Rely more on people who are considered experts about the problems, even if they don't have much practical experience"
37,8717,GOPDIRCT_W29,Views on gender,"Thinking about the future of the Republican Party, would you say that you are","['Very optimistic', 'Somewhat optimistic', 'Somewhat pessimistic', 'Very pessimistic', 'Refused']","['In the last 12 months, my neighbors and I did favors for each other a few times a week.', 'I would not say that society sees men in a particular way these days.', 'Men in our country face some pressure to have many sexual partners.', 'I am not too worried right now about not having enough money for retirement.', 'Men in our country face a lot of pressure to be willing to throw a punch if provoked.', 'Men and women are basically different when it comes to their approach to parenting.', 'I definitely agree that people in this neighborhood can be trusted.', 'I ate dinner with members of my household basically every day in the last 12 months.', 'The word ""physically strong"" somewhat describes me.']","[{'Age': '65+'}, {'Citizenship': 'Yes'}, {'Region': 'South'}, {'Education': 'College graduate/some postgrad'}, {'Income': 'Less than $30,000'}, {'Marital status': 'Married'}, {'Political ideology': 'Conservative'}, {'Political party': 'Republican'}, {'Race': 'White'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'More than once a week'}, {'Gender': 'Male'}]",Somewhat optimistic,Refused,Somewhat optimistic,Somewhat optimistic
38,5463,CARS1_W27,Automation and driverless vehicles,"How much have you seen or heard about the effort to develop driverless vehicles - that is, cars and trucks that can operate on their own without a human driver?","['A lot', 'A little', 'Nothing at all', 'Refused']","['I do not use a digital assistant to control other devices in my home, such as a stereo, tv, thermostat, or lighting.', 'The reason for using a voice-controlled digital assistant being easier for children to use is a minor one.', 'Email or social media have had a positive impact on me and my job or career.', 'I am somewhat enthusiastic about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as', ""The respondent favors the requirement for driverless vehicles to have a person in the driver's seat who could take control in an emergency situation."", 'The concept of a robot caregiver for the elderly seems somewhat realistic based on what you know.', 'It is not very likely that the job of a nurse will be mostly replaced by robots or computers in my lifetime.', 'I am not too worried about the development of driverless vehicles.', 'I am somewhat enthusiastic about the possibility of a robot caregiver for society as a whole.', 'Personally, I would want to ride in a driverless vehicle if I had the opportunity.', 'I am somewhat enthusiastic about the development of driverless vehicles.', 'Most of the time, digital assistants accurately respond to commands.', 'The technologies that help customers serve themselves on their own have had a positive impact on me and my job or career.', 'It is likely that many people who drive for a living would lose their jobs if driverless vehicles become widespread.', 'The job of a legal clerk is somewhat likely to be mostly replaced by robots or computers in my lifetime.']","[{'Age': '30-49'}, {'Citizenship': 'Yes'}, {'Region': 'South'}, {'Education': 'High school graduate'}, {'Income': 'Less than $30,000'}, {'Marital status': 'Never been married'}, {'Political ideology': 'Very conservative'}, {'Political party': 'Democrat'}, {'Race': 'Black'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'A few times a year'}, {'Gender': 'Female'}]",A little,A lot,A little,A lot
39,35584,RACESURV14_W43,Race,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']","['Some black people in our country would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white', 'It is very important for companies and organizations to promote racial and ethnic diversity in their workplace.', ""Being Jewish does not have an impact on people's ability to get ahead in our country these days."", 'The statement is: Black people are treated less fairly than white people in hiring, pay and promotions situations.', 'I am about where I expected to be in terms of my personal finances at this point in my life.', 'Gender should be a minor factor in college admissions.', 'The people I know have helped me a little in getting ahead.', 'Hispanics and Asians get along pretty well in our society these days.', 'A relative attending the school should not be a factor in college admissions.', 'Lack of motivation to work hard is not a major or minor reason why black people in our country may have a harder time getting ahead than white people', ""Being Muslim hurts people's ability to get ahead in our country these days, albeit to a small extent."", ""Being white helps a lot in people's ability to get ahead in our country these days."", 'The respondent is unsure about how well Blacks and Asians get along with each other in the U.S. society these days when thinking about race and race relations', 'Sometimes, it is acceptable for a sports team to use Native American tribal names or images as mascots, according to personal opinion.', 'I have been subject to slurs or jokes because of my race or ethnicity.', 'It is more important for people to focus on the unique experiences of different racial and ethnic groups when improving race relations.']","[{'Age': '50-64'}, {'Citizenship': 'Yes'}, {'Region': 'Midwest'}, {'Education': 'College graduate/some postgrad'}, {'Income': '$100,000 or more'}, {'Marital status': 'Married'}, {'Political ideology': 'Very conservative'}, {'Political party': 'Republican'}, {'Race': 'Hispanic'}, {'Religion': 'Roman Catholic'}, {'Frequency of religious attendance': 'Once a week'}, {'Gender': 'Female'}]",Made race relations worse,Tried but failed to make progress toward improving race relations,Made race relations worse,Made race relations worse
40,8367,HOOD_NHISA_W29,Views on gender,How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood,"['Definitely agree', 'Somewhat agree', 'Somewhat disagree', 'Definitely disagree', 'Refused']","['The phrase ""willing to work with people I disagree with"" describes me well.', 'The respondent somewhat agrees with the statement that their neighborhood is close-knit.', 'I am very worried right now about not having enough money for retirement.', 'Honor and duty are my core values and they describe me well.', 'In general, most people look down on women who are womanly or feminine.', 'I talked with my neighbors basically every day in the last 12 months.', 'Good jobs are difficult to find in general when thinking about job opportunities where you live.', 'The phrase ""Supporter of the National Rifle Association NRA"" describes me well.', 'The respondent feels that our society has gone too far in accepting people who are transgender.', 'During the last twelve months, I saw or heard from friends or family, whether in-person or not, basically every day.']","[{'Age': '50-64'}, {'Citizenship': 'Yes'}, {'Region': 'Midwest'}, {'Education': 'Some college, no degree'}, {'Income': '$50,000-$75,000'}, {'Marital status': 'Married'}, {'Political ideology': 'Conservative'}, {'Political party': 'Independent'}, {'Race': 'White'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'Once a week'}, {'Gender': 'Female'}]",Definitely agree,Somewhat agree,Definitely agree,Somewhat agree
41,34191,RACESURV28f_W43,Race,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when voting in elections situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","['Sometimes it is acceptable to cast an actor to play a character of a race or ethnicity other than their own, according to personal opinion.', ""The fact that the U.S. population is made up of people of many different races and ethnicities has a positive impact on the country's culture."", ""Being a woman helps a little in people's ability to get ahead in our country these days."", 'Both black and white people are treated about equally in stores or restaurants situations.', 'I have not personally experienced discrimination or been treated unfairly because of my race or ethnicity.', 'Gender should not be a factor in college admissions.', 'I have not confronted a friend or family member who has made a comment or joke that might be considered racist or racially insensitive about people who are not of', 'Hispanics and Asians get along pretty well in our society these days.', 'A relative attending the school should be a minor factor in college admissions.', 'Lack of motivation to work hard is not a major or minor reason why black people in our country may have a harder time getting ahead than white people', ""Being poor does not have a significant impact on people's ability to get ahead in our country these days."", ""Being white helps a little in people's ability to get ahead in our country these days."", 'Blacks and Asians get along pretty well in our society these days.', 'A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume is sometimes acceptable, according to personal opinion.', 'I have not been subject to slurs or jokes because of my race or ethnicity.', 'It is more important for people to focus on what different racial and ethnic groups have in common when it comes to improving race relations.']","[{'Age': '65+'}, {'Region': 'Northeast'}, {'Education': 'Postgraduate'}, {'Marital status': 'Married'}, {'Political party': 'Democrat'}, {'Race': 'Black'}, {'Gender': 'Female'}]",Black people are treated less fairly than white people,Both are treated about equally,Black people are treated less fairly than white people,Both are treated about equally
42,30351,POP1_W42,Trust in science,"Which of these statements comes closer to your view, even if neither is exactly right?","[""Ordinary people would do a better job solving the country's problems than elected officials"", ""Ordinary people would do no better solving the country's problems than elected officials"", 'Refused']","['Medical research scientists care about the best interests of the public some of the time.', 'I know someone who does nutrition research.', 'Nutrition research scientists never do a good job conducting research.', 'The following statements do not describe research scientists well, regardless of the moral values of society.', ""I don't have too much confidence in the news media to act in the best interests of the public."", 'When hearing or reading news stories about research misconduct by environmental research scientists, people think of these cases as signs of a broader problem.', 'Mostly negative is my view of nutrition research scientists in general.', ""I don't have too much confidence in the military to act in the best interests of the public."", 'I know nothing at all about what environmental research scientists do.', 'My view of environmental research scientists is neither positive nor negative in general.', 'The answer given is that the scientific method can be used to produce any conclusion the researcher wants.', 'The following statement ""cold"" does not describe research scientists well in general.', ""Relying more on people with practical experience with the problems, even if they aren't considered experts, is the better way to solve the country's"", 'When hearing or reading news stories about research misconduct by medical research scientists, people often think of these cases as isolated incidents.']","[{'Age': '50-64'}, {'Citizenship': 'Yes'}, {'Region': 'South'}, {'Education': 'Some college, no degree'}, {'Income': 'Less than $30,000'}, {'Marital status': 'Divorced'}, {'Political ideology': 'Liberal'}, {'Political party': 'Democrat'}, {'Race': 'Black'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'Once a week'}, {'Gender': 'Female'}]",Ordinary people would do a better job solving the country's problems than elected officials,Ordinary people would do no better solving the country's problems than elected officials,Ordinary people would do a better job solving the country's problems than elected officials,Ordinary people would do a better job solving the country's problems than elected officials
43,70003,POLICY3MOD_W92,Political views,"In general, would you say experts who study a subject for many years are","['Usually better at making good policy decisions about that subject than other people', 'Usually worse at making good policy decisions about that subject than other people', 'neither better nor worse at making good policy decisions about that subject than other people', 'Refused']","['The decline of white people as a share of the U.S. population is neither good nor bad for society.', 'The statement that society is better off if people make marriage and having children a priority is closer to my own views.', 'Banks and other financial institutions are having a positive effect on the way things are going in the country these days.', 'I disapprove of the way Joe Biden is handling his job as president.', ""I think America's military should be kept about as is."", 'You would prefer to live in a community where the houses are larger and farther apart, but schools, stores, and restaurants are several miles away.', 'The country has made a lot of progress over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds.', 'The statement that comes closer to my own views is that most things in society are too complicated to be clearly divided between good and evil.', 'The fact that there are some people in this country who have personal fortunes of a billion dollars or more is neither a good thing nor a bad thing.', ""The answer given is that it is not the government's job to protect people from themselves."", ""Believing in God is important for a person to be considered good and moral, but it is not essential regardless of one's own religious beliefs."", 'Increased public attention to the history of slavery and racism in America is somewhat bad for our society.', 'Preventing people who are not legally qualified to vote from casting a ballot is very important in elections in the country.', 'Nothing at all needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds.']","[{'Age': '30-49'}, {'Citizenship': 'Yes'}, {'Region': 'South'}, {'Education': 'College graduate/some postgrad'}, {'Income': '$100,000 or more'}, {'Marital status': 'Married'}, {'Political ideology': 'Very conservative'}, {'Political party': 'Republican'}, {'Race': 'White'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'Once a week'}, {'Gender': 'Male'}]",Usually better at making good policy decisions about that subject than other people,neither better nor worse at making good policy decisions about that subject than other people,Usually better at making good policy decisions about that subject than other people,Usually better at making good policy decisions about that subject than other people
44,26615,HAPPENg_W41,America in 2050,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Religion will become less/about as important","['Religion will become less important', 'Religion will be about as important as it is now', 'Refused']","['Major corporations will have a somewhat positive impact in solving the biggest problems facing the country in the future.', 'It is probable that there will be increasing violence against Jews in the U.S. in the next 30 years.', 'Dealing with climate change would be a top priority if I were deciding what the federal government should do to improve the quality of life for future generations.', 'The answer is that the public education system will get worse in the U.S. in the next 30 years.', 'The military will have a somewhat positive impact in solving the biggest problems facing the country in the future.', 'The automation of jobs through new technology in the workplace has mostly hurt American workers.', 'The fact that more people of different races are marrying each other these days than in the past, according to the U.S. Census Bureau, is neither', 'Increasing spending for education is a top priority for improving the quality of life for future generations according to the respondent.', ""The average American family's standard of living will get worse over the next 30 years."", 'Increasing spending on scientific research is a top priority for improving the quality of life for future generations, according to the respondent.', 'Reducing the national debt would be a top priority if deciding what the federal government should do to improve the quality of life for future generations.', 'It is not likely that the economy would create many new, better-paying jobs for humans if robots and computers perform most of the jobs currently being done by', 'The share of Americans who are in Middle Class will decrease over the next 30 years.', 'I have never personally received unwanted sexual advances or verbal or physical harassment of a sexual nature in any circumstance, whether or not work-related.']","[{'Age': '65+'}, {'Citizenship': 'Yes'}, {'Region': 'South'}, {'Education': 'College graduate/some postgrad'}, {'Income': '$50,000-$75,000'}, {'Marital status': 'Married'}, {'Political ideology': 'Very liberal'}, {'Political party': 'Democrat'}, {'Race': 'White'}, {'Religion': 'Protestant'}, {'Frequency of religious attendance': 'Once or twice a month'}, {'Gender': 'Female'}]",Religion will become less important,Religion will be about as important as it is now,Religion will become less important,Religion will be about as important as it is now
45,4172,CAREGIV6C_W27,Automation and driverless vehicles,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Many older adults would treat their robot caregiver like a human friend","['Yes, likely', 'No, not likely', 'Refused']","['The software that manages my daily work schedule or routine has had no impact on me or my job/career.', 'I am not too enthusiastic about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society', ""The respondent favors the requirement for driverless vehicles to have a person in the driver's seat who could take control in an emergency situation."", 'It is likely that the economy would create many new, better-paying jobs for humans as a result of robots and computers being able to do most of the', 'Technology has generally made my work more interesting.', 'The concept of a robot caregiver for the elderly seems somewhat realistic based on what you know.', 'It is not very likely that the job of a nurse will be mostly replaced by robots or computers in my lifetime.', 'I am not too worried about the development of driverless vehicles.', 'I am not too enthusiastic about the possibility of a robot caregiver for society as a whole.', 'Personally, I would want to ride in a driverless vehicle if I had the opportunity.', 'I am somewhat enthusiastic about the development of driverless vehicles.', 'Industrial robots have had a positive impact on me and my job or career.', 'It is likely that many people who drive for a living would lose their jobs if driverless vehicles become widespread.', 'The job of a legal clerk is somewhat likely to be mostly replaced by robots or computers in my lifetime.']","[{'Age': '50-64'}, {'Citizenship': 'Yes'}, {'Region': 'Northeast'}, {'Education': 'Postgraduate'}, {'Income': '$75,000-$100,000'}, {'Marital status': 'Never been married'}, {'Political ideology': 'Liberal'}, {'Political party': 'Democrat'}, {'Race': 'Asian'}, {'Religion': 'Other'}, {'Frequency of religious attendance': 'Never'}, {'Gender': 'Female'}]","Yes, likely","No, not likely","Yes, likely","No, not likely"
